200900001,BT410,60
200900001,BT420,61
200900001,BT430,62
200900001,BT440,75
200900002,SA410,76
200900002,SA420,77
200900002,SA430,78
200900002,SA440,79
200900003,SE410,63
200900003,SE420,64
200900003,SE430,65
200900004,IT120,66
200900004,IT220,67
200900004,IT230,68
200900004,IT240,69
200900005,BT410,70
200900005,BT420,80
200900005,BT430,81
200900005,BT440,82
200900006,IT410,83
200900006,IT420,84
200900006,IT430,85
200900006,IT440,86
200900007,SE410,87
200900007,SE420,88
200900007,SE430,67
200900008,SE410,69
200900008,SE420,70
200900008,SE430,69
200900009,SE410,68
200900009,SE420,67
200900009,SE430,66
200900010,IT110,65
200900010,IT120,64
200900010,IT130,73
200900010,IT140,72
200900011,BT410,72
200900011,BT420,72
200900011,BT430,71
200900011,BT440,83
200900012,BT410,82
200900012,BT420,81
200900012,BT430,80
200900012,BT440,79
200900013,BT410,79
200900013,BT420,79
200900013,BT430,59
200900013,BT440,59
201100039,IT110,58
201100039,IT120,67
201100039,IT130,68
201100039,IT140,69
200900014,SA410,70
200900014,SA420,70
200900014,SA430,70
200900014,SA440,92
200900015,BT410,90
200900015,BT420,90
200900015,BT430,88
200900015,BT440,86
200900016,SA410,94
200900016,SA420,96
200900016,SA430,86
200900016,SA440,85
201100038,IT110,84
201100038,IT120,83
201100038,IT130,99
201100038,IT140,88
200900017,SA410,75
200900017,SA420,75
200900017,SA430,75
200900017,SA440,87
200900018,SE410,86
200900018,SE420,84
200900018,SE430,83
200900019,SA410,83
200900019,SA420,88
200900019,SA430,87
200900019,SA440,66
200900020,IT120,65
200900020,IT420,67
200900020,IT430,68
200900020,IT320,69
200900021,SA410,70
200900021,SA420,71
200900021,SA430,83
200900021,SA440,82
200900022,IT410,81
200900022,IT420,89
200900022,IT430,88
200900023,SE410,87
200900023,SE420,86
200900023,SE430,85
200900024,BT410,84
200900024,BT420,83
200900024,BT430,82
200900024,BT440,81
200900025,IT110,80
200900025,IT120,80
200900025,IT130,83
200900025,IT440,84
200900026,SE410,85
200900026,SE420,88
200900026,SE430,78
200900027,BT410,92
200900027,BT420,55
200900027,BT430,56
200900027,BT440,67
200900028,IT340,77
200900028,IT410,78
200900028,IT420,79
200900028,IT430,80
200900028,IT440,81
200900029,SE410,91
200900029,SE420,90
200900029,SE430,61
200900030,SA410,62
200900030,SA420,63
200900030,SA430,64
200900030,SA440,65
201100037,IT110,66
201100037,IT120,67
201100037,IT130,68
201100037,SA140,69
200900031,SA410,70
200900031,SA420,71
200900031,SA430,72
200900031,SA440,73
200900032,SE410,74
200900032,SE420,75
200900032,SE430,76
200900033,SA410,77
200900033,SA420,78
200900033,SA430,78
200900033,SA440,77
200900034,SE410,75
200900034,SE420,88
200900034,SE430,86
200900035,BT410,66
200900035,BT420,60
200900035,BT430,65
200900035,BT440,87
200900036,IT420,67
200900036,IT430,92
200900036,IT440,85
