200900001,BT110,60
200900001,BT120,77
200900001,BT130,80
200900001,BT140,74
200900001,BT210,82
200900001,BT220,81
200900001,BT230,99
200900001,BT240,62
200900001,BT310,85
200900001,BT320,88
200900002,SA110,94
200900002,SA120,77
200900002,SA130,99
200900002,SA140,100
200900002,SA210,62
200900002,SA220,71
200900002,SA230,90
200900002,SA230L,98
200900002,SA240,84
200900002,SA310,61
200900002,SA320,68
200900003,SE110,65
200900003,SE120,60
200900003,SE130,97
200900003,SE140,80
200900003,SE210,98
200900003,SE220,70
200900003,SE230,95
200900003,SE240,97
200900003,SE310,71
200900003,SE320,77
200900003,SE330,84
200900003,SE340,87
200900004,IT110,61
200900004,IT130,80
200900004,IT140,73
200900004,IT210,63
200900004,IT210L,70
200900005,BT110,64
200900005,BT120,81
200900005,BT130,64
200900005,BT140,70
200900005,BT210,86
200900005,BT220,99
200900005,BT230,89
200900005,BT240,86
200900005,BT310,91
200900005,BT320,84
200900005,BT330,78
200900005,BT340,100
200900006,IT110,76
200900006,IT120,55
200900006,IT130,69
200900006,IT140,98
200900007,SE110,83
200900007,SE120,65
200900007,SE130,76
200900007,SE140,76
200900007,SE210,60
200900007,SE220,83
200900007,SE230,99
200900007,SE240,82
200900007,SE310,91
200900007,SE320,96
200900007,SE330,77
200900007,SE340,88
200900008,SE110,79
200900008,SE120,92
200900008,SE130,65
200900008,SE140,97
200900008,SE210,92
200900008,SE220,87
200900008,SE230,71
200900008,SE240,68
200900008,SE310,86
200900008,SE320,67
200900008,SE330,62
200900008,SE340,73
200900009,SE110,65
200900009,SE120,92
200900009,SE130,70
200900009,SE140,78
200900009,SE210,96
200900009,SE220,97
200900009,SE230,66
200900009,SE240,75
200900009,SE310,91
200900009,SE320,68
200900009,SE330,97
200900009,SE340,70
200900010,IT110,55
200900010,IT120,55
200900010,IT130,55
200900010,IT140,55
200900011,BT110,61
200900011,BT120,66
200900011,BT130,78
200900011,BT140,82
200900011,BT210,70
200900011,BT220,63
200900011,BT230,99
200900011,BT240,95
200900011,BT310,73
200900011,BT320,99
200900011,BT330,63
200900011,BT340,62
200900012,BT110,68
200900012,BT120,95
200900012,BT130,86
200900012,BT140,87
200900012,BT210,89
200900012,BT220,75
200900012,BT230,68
200900012,BT240,81
200900012,BT310,60
200900012,BT320,88
200900012,BT330,97
200900012,BT340,70
200900013,BT110,81
200900013,BT120,72
200900013,BT130,84
200900013,BT140,60
200900013,BT210,91
200900013,BT220,75
200900013,BT230,86
200900013,BT240,78
200900013,BT310,96
200900013,BT320,93
200900013,BT330,73
200900013,BT340,77
200900014,SA110,99
200900014,SA120,97
200900014,SA130,85
200900014,SA140,75
200900014,SA210,86
200900014,SA220,64
200900014,SA230,91
200900014,SA230L,90
200900014,SA240,97
200900014,SA310,83
200900014,SA320,65
200900014,SA330,62
200900014,SA340,83
200900015,BT110,95
200900015,BT120,97
200900015,BT130,60
200900015,BT140,64
200900015,BT210,86
200900015,BT220,92
200900015,BT230,64
200900015,BT240,96
200900015,BT310,61
200900015,BT320,94
200900015,BT330,89
200900015,BT340,67
200900016,SA110,100
200900016,SA120,79
200900016,SA130,72
200900016,SA140,91
200900016,SA210,74
200900016,SA220,77
200900016,SA230,72
200900016,SA230L,85
200900016,SA240,76
200900016,SA310,65
200900016,SA320,76
200900016,SA330,98
200900016,SA340,70
200900017,SA110,67
200900017,SA120,75
200900017,SA130,73
200900017,SA140,62
200900017,SA210,61
200900017,SA220,76
200900017,SA230,77
200900017,SA230L,87
200900017,SA240,62
200900017,SA310,60
200900017,SA320,91
200900017,SA330,94
200900017,SA340,86
200900018,SE110,78
200900018,SE120,61
200900018,SE130,97
200900018,SE140,87
200900018,SE210,62
200900018,SE220,64
200900018,SE230,93
200900018,SE240,80
200900018,SE310,82
200900018,SE320,74
200900018,SE330,84
200900018,SE340,85
200900019,SA110,98
200900019,SA120,86
200900019,SA130,78
200900019,SA140,94
200900019,SA210,79
200900019,SA220,89
200900019,SA230,100
200900019,SA230L,99
200900019,SA240,92
200900019,SA310,87
200900019,SA320,86
200900019,SA330,70
200900019,SA340,77
200900020,IT110,99
200900020,IT130,98
200900020,IT140,89
200900020,IT210,92
200900020,IT210L,85
200900020,IT220,71
200900020,IT230,66
200900020,IT240,75
200900020,IT310,73
200900020,IT330,66
200900020,IT330L,74
200900020,IT340,93
200900021,SA110,71
200900021,SA120,90
200900021,SA130,87
200900021,SA140,74
200900021,SA210,64
200900021,SA220,60
200900021,SA230,72
200900021,SA230L,74
200900021,SA240,70
200900021,SA310,69
200900021,SA320,91
200900021,SA330,67
200900021,SA340,70
200900022,IT110,60
200900022,IT120,66
200900022,IT130,93
200900022,IT140,74
200900022,IT210,100
200900022,IT210L,100
200900022,IT220,55
200900022,IT230,75
200900022,IT240,80
200900022,IT310,81
200900022,IT320,71
200900022,IT330,83
200900022,IT330L,84
200900022,IT340,82
200900023,SE110,88
200900023,SE120,78
200900023,SE130,91
200900023,SE140,97
200900023,SE210,77
200900023,SE220,60
200900023,SE230,91
200900023,SE240,82
200900023,SE310,72
200900023,SE320,95
200900023,SE330,92
200900023,SE340,71
200900024,BT110,77
200900024,BT120,69
200900024,BT130,71
200900024,BT140,74
200900024,BT210,86
200900024,BT220,70
200900024,BT230,95
200900024,BT240,91
200900024,BT310,63
200900024,BT320,83
200900024,BT330,60
200900024,BT340,67
200900026,SE110,69
200900026,SE120,65
200900026,SE130,91
200900026,SE140,93
200900026,SE210,83
200900026,SE220,78
200900026,SE230,91
200900026,SE240,86
200900026,SE310,80
200900026,SE320,60
200900026,SE330,70
200900026,SE340,80
200900027,BT110,89
200900027,BT120,82
200900027,BT130,86
200900027,BT140,60
200900027,BT210,62
200900027,BT220,62
200900027,BT230,60
200900027,BT240,84
200900027,BT310,100
200900027,BT320,72
200900027,BT330,82
200900027,BT340,94
200900028,IT110,89
200900028,IT120,90
200900028,IT130,77
200900028,IT140,99
200900028,IT210,97
200900028,IT210L,100
200900028,IT220,93
200900028,IT230,71
200900028,IT240,65
200900028,IT310,92
200900028,IT320,87
200900028,IT330,93
200900028,IT330L,98
200900028,IT340,55
200900029,SE110,93
200900029,SE120,67
200900029,SE130,65
200900029,SE140,64
200900029,SE210,68
200900029,SE220,61
200900029,SE230,85
200900029,SE240,64
200900029,SE310,70
200900029,SE320,85
200900029,SE330,88
200900029,SE340,95
200900030,SA110,68
200900030,SA120,100
200900030,SA130,91
200900030,SA140,61
200900030,SA210,90
200900030,SA220,80
200900030,SA230,90
200900030,SA230L,93
200900030,SA240,63
200900030,SA310,91
200900030,SA320,69
200900030,SA330,96
200900030,SA340,89
200900031,SA110,60
200900031,SA120,92
200900031,SA130,81
200900031,SA140,71
200900031,SA210,91
200900031,SA220,71
200900031,SA230,71
200900031,SA230L,70
200900031,SA240,95
200900031,SA310,93
200900031,SA320,76
200900031,SA330,97
200900031,SA340,91
200900032,SE110,90
200900032,SE120,86
200900032,SE130,85
200900032,SE140,91
200900032,SE210,65
200900032,SE220,79
200900032,SE230,96
200900032,SE240,97
200900032,SE310,69
200900032,SE320,84
200900032,SE330,60
200900032,SE340,71
200900033,SA110,94
200900033,SA120,77
200900033,SA130,92
200900033,SA140,87
200900033,SA210,67
200900033,SA220,95
200900033,SA230,79
200900033,SA230L,90
200900033,SA240,63
200900033,SA310,78
200900033,SA320,88
200900033,SA330,85
200900033,SA340,86
200900034,SE110,85
200900034,SE120,67
200900034,SE130,75
200900034,SE140,78
200900034,SE210,80
200900034,SE220,63
200900034,SE230,60
200900034,SE240,63
200900034,SE310,73
200900034,SE320,64
200900034,SE330,87
200900034,SE330L,90
200900034,SE340,94
200900035,BT110,81
200900035,BT120,61
200900035,BT130,65
200900035,BT140,100
200900035,BT210,83
200900035,BT220,61
200900035,BT230,86
200900035,BT240,98
200900035,BT310,95
200900035,BT320,61
200900035,BT330,83
200900035,BT340,96
200900036,IT110,67
200900036,IT120,63
200900036,IT130,99
200900036,IT140,60
200900036,IT210,71
200900036,IT210L,82
200900036,IT220,94
200900036,IT230,65
200900036,IT240,79
200900036,IT310,62
200900036,IT320,63
200900036,IT330,86
200900036,IT330L,80
200900036,IT340,88
200900036,IT410,77
